T,C0,C1,T_ns,T_ps
4160795000,417060,417727,4.160795,0.004160795
4160805000,417061,417728,4.160805,0.004160805
4160815000,417062,417729,4.160815,0.004160815
4160825000,417063,417730,4.160825,0.004160825
4160835000,417064,417731,4.160835,0.004160835
4160845000,417065,417732,4.160845,0.004160845
4160855000,417066,417733,4.160855,0.004160855
4160865000,417067,417734,4.160865,0.004160865
4160875000,417068,417735,4.160875,0.004160875
4160885000,417069,417736,4.160885,0.004160885
4160895000,417070,417737,4.160895,0.004160895
4160905000,417071,417738,4.160905,0.004160905
4160915000,417072,417739,4.160915,0.004160915
4160925000,417073,417740,4.160925,0.004160925
4160935000,417074,417741,4.160935,0.004160935
4160945000,417075,417742,4.160945,0.004160945
4160955000,417076,417743,4.160955,0.004160955
4160965000,417077,417744,4.160965,0.004160965
4160975000,417078,417745,4.160975,0.004160975
4160985000,417079,417746,4.160985,0.004160985
4160995000,417080,417747,4.160995,0.004160995
4480005000,448981,449642,4.480005,0.004480005
4480015000,448982,449643,4.480015,0.004480015
4480025000,448983,449644,4.480025,0.004480025
4480035000,448984,449645,4.480035,0.004480035
4480045000,448985,449646,4.480045,0.004480045
4480055000,448986,449647,4.480055,0.004480055
4480065000,448987,449648,4.480065,0.004480065
4480075000,448988,449649,4.480075,0.004480075
4480085000,448989,449650,4.480085,0.004480085
4480095000,448990,449651,4.480095,0.004480095
4480105000,448991,449652,4.480105,0.004480105
4480115000,448992,449653,4.480115,0.004480115
4480125000,448993,449654,4.480125,0.004480125
4480135000,448994,449655,4.480135,0.004480135
4480145000,448995,449656,4.480145,0.004480145
4480155000,448996,449657,4.480155,0.004480155
4480165000,448997,449658,4.480165,0.004480165
4480175000,448998,449659,4.480175,0.004480175
4480185000,448999,449660,4.480185,0.004480185
4480195000,449000,449661,4.480195,0.004480195
4480205000,449001,449662,4.480205,0.004480205
4480215000,449002,449663,4.480215,0.004480215
4480225000,449003,449664,4.480225,0.004480225
4480235000,449004,449665,4.480235,0.004480235
4480245000,449005,449666,4.480245,0.004480245
4480255000,449006,449667,4.480255,0.004480255
4480265000,449007,449668,4.480265,0.004480265
4480275000,449008,449669,4.480275,0.004480275
4480285000,449009,449670,4.480285,0.004480285
4480295000,449010,449671,4.480295,0.004480295
4480305000,449011,449672,4.480305,0.004480305
4480315000,449012,449673,4.480315,0.004480315
4480325000,449013,449674,4.480325,0.004480325
4480335000,449014,449675,4.480335,0.004480335
4480345000,449015,449676,4.480345,0.004480345
4480355000,449016,449677,4.480355,0.004480355
4480365000,449017,449678,4.480365,0.004480365
4480375000,449018,449679,4.480375,0.004480375
4480385000,449019,449680,4.480385,0.004480385
4480395000,449020,449681,4.480395,0.004480395
4480405000,449021,449682,4.480405,0.004480405
4480415000,449022,449683,4.480415,0.004480415
4480425000,449023,449684,4.480425,0.004480425
4480435000,449024,449685,4.480435,0.004480435
4480445000,449025,449686,4.480445,0.004480445
4480455000,449026,449687,4.480455,0.004480455
4480465000,449027,449688,4.480465,0.004480465
4480475000,449028,449689,4.480475,0.004480475
4480485000,449029,449690,4.480485,0.004480485
4480495000,449030,449691,4.480495,0.004480495
4480505000,449031,449692,4.480505,0.004480505
4480515000,449032,449693,4.480515,0.004480515
4480525000,449033,449694,4.480525,0.004480525
4480535000,449034,449695,4.480535,0.004480535
4480545000,449035,449696,4.480545,0.004480545
4480555000,449036,449697,4.480555,0.004480555
4480565000,449037,449698,4.480565,0.004480565
4480575000,449038,449699,4.480575,0.004480575
4480585000,449039,449700,4.480585,0.004480585
4480595000,449040,449701,4.480595,0.004480595
4480605000,449041,449702,4.480605,0.004480605
4480615000,449042,449703,4.480615,0.004480615
4480625000,449043,449704,4.480625,0.004480625
4480635000,449044,449705,4.480635,0.004480635
4480645000,449045,449706,4.480645,0.004480645
4480655000,449046,449707,4.480655,0.004480655
4480665000,449047,449708,4.480665,0.004480665
4480675000,449048,449709,4.480675,0.004480675
4480685000,449049,449710,4.480685,0.004480685
4480695000,449050,449711,4.480695,0.004480695
4480705000,449051,449712,4.480705,0.004480705
4480715000,449052,449713,4.480715,0.004480715
4480725000,449053,449714,4.480725,0.004480725
4480735000,449054,449715,4.480735,0.004480735
4480745000,449055,449716,4.480745,0.004480745
4480755000,449056,449717,4.480755,0.004480755
4480765000,449057,449718,4.480765,0.004480765
4480775000,449058,449719,4.480775,0.004480775
4480785000,449059,449720,4.480785,0.004480785
4480795000,449060,449721,4.480795,0.004480795
4480805000,449061,449722,4.480805,0.004480805
4480815000,449062,449723,4.480815,0.004480815
4480825000,449063,449724,4.480825,0.004480825
4480835000,449064,449725,4.480835,0.004480835
4480845000,449065,449726,4.480845,0.004480845
4480855000,449066,449727,4.480855,0.004480855
4480865000,449067,449728,4.480865,0.004480865
4480875000,449068,449729,4.480875,0.004480875
4480885000,449069,449730,4.480885,0.004480885
4480895000,449070,449731,4.480895,0.004480895
4480905000,449071,449732,4.480905,0.004480905
4480915000,449072,449733,4.480915,0.004480915
4480925000,449073,449734,4.480925,0.004480925
4480935000,449074,449735,4.480935,0.004480935
4480945000,449075,449736,4.480945,0.004480945
4480955000,449076,449737,4.480955,0.004480955
4480965000,449077,449738,4.480965,0.004480965
4480975000,449078,449739,4.480975,0.004480975
4480985000,449079,449740,4.480985,0.004480985
4480995000,449080,449741,4.480995,0.004480995
4800005000,480981,481636,4.800005,0.004800005
4800015000,480982,481637,4.800015,0.004800015
4800025000,480983,481638,4.800025,0.004800025
4800035000,480984,481639,4.800035,0.004800035
4800045000,480985,481640,4.800045,0.004800045
4800055000,480986,481641,4.800055,0.004800055
4800065000,480987,481642,4.800065,0.004800065
4800075000,480988,481643,4.800075,0.004800075
4800085000,480989,481644,4.800085,0.004800085
4800095000,480990,481645,4.800095,0.004800095
4800105000,480991,481646,4.800105,0.004800105
4800115000,480992,481647,4.800115,0.004800115
4800125000,480993,481648,4.800125,0.004800125
4800135000,480994,481649,4.800135,0.004800135
4800145000,480995,481650,4.800145,0.004800145
4800155000,480996,481651,4.800155,0.004800155
4800165000,480997,481652,4.800165,0.004800165
4800175000,480998,481653,4.800175,0.004800175
4800185000,480999,481654,4.800185,0.004800185
4800195000,481000,481655,4.800195,0.004800195
4800205000,481001,481656,4.800205,0.004800205
4800215000,481002,481657,4.800215,0.004800215
4800225000,481003,481658,4.800225,0.004800225
4800235000,481004,481659,4.800235,0.004800235
4800245000,481005,481660,4.800245,0.004800245
4800255000,481006,481661,4.800255,0.004800255
4800265000,481007,481662,4.800265,0.004800265
4800275000,481008,481663,4.800275,0.004800275
4800285000,481009,481664,4.800285,0.004800285
4800295000,481010,481665,4.800295,0.004800295
4800305000,481011,481666,4.800305,0.004800305
4800315000,481012,481667,4.800315,0.004800315
4800325000,481013,481668,4.800325,0.004800325
4800335000,481014,481669,4.800335,0.004800335
4800345000,481015,481670,4.800345,0.004800345
4800355000,481016,481671,4.800355,0.004800355
4800365000,481017,481672,4.800365,0.004800365
4800375000,481018,481673,4.800375,0.004800375
4800385000,481019,481674,4.800385,0.004800385
4800395000,481020,481675,4.800395,0.004800395
4800405000,481021,481676,4.800405,0.004800405
4800415000,481022,481677,4.800415,0.004800415
4800425000,481023,481678,4.800425,0.004800425
4800435000,481024,481679,4.800435,0.004800435
4800445000,481025,481680,4.800445,0.004800445
4800455000,481026,481681,4.800455,0.004800455
4800465000,481027,481682,4.800465,0.004800465
4800475000,481028,481683,4.800475,0.004800475
4800485000,481029,481684,4.800485,0.004800485
4800495000,481030,481685,4.800495,0.004800495
4800505000,481031,481686,4.800505,0.004800505
4800515000,481032,481687,4.800515,0.004800515
4800525000,481033,481688,4.800525,0.004800525
4800535000,481034,481689,4.800535,0.004800535
4800545000,481035,481690,4.800545,0.004800545
4800555000,481036,481691,4.800555,0.004800555
4800565000,481037,481692,4.800565,0.004800565
4800575000,481038,481693,4.800575,0.004800575
4800585000,481039,481694,4.800585,0.004800585
4800595000,481040,481695,4.800595,0.004800595
4800605000,481041,481696,4.800605,0.004800605
4800615000,481042,481697,4.800615,0.004800615
4800625000,481043,481698,4.800625,0.004800625
4800635000,481044,481699,4.800635,0.004800635
4800645000,481045,481700,4.800645,0.004800645
4800655000,481046,481701,4.800655,0.004800655
4800665000,481047,481702,4.800665,0.004800665
4800675000,481048,481703,4.800675,0.004800675
4800685000,481049,481704,4.800685,0.004800685
4800695000,481050,481705,4.800695,0.004800695
4800705000,481051,481706,4.800705,0.004800705
4800715000,481052,481707,4.800715,0.004800715
4800725000,481053,481708,4.800725,0.004800725
4800735000,481054,481709,4.800735,0.004800735
4800745000,481055,481710,4.800745,0.004800745
4800755000,481056,481711,4.800755,0.004800755
4800765000,481057,481712,4.800765,0.004800765
4800775000,481058,481713,4.800775,0.004800775
4800785000,481059,481714,4.800785,0.004800785
4800795000,481060,481715,4.800795,0.004800795
4800805000,481061,481716,4.800805,0.004800805
4800815000,481062,481717,4.800815,0.004800815
4800825000,481063,481718,4.800825,0.004800825
4800835000,481064,481719,4.800835,0.004800835
4800845000,481065,481720,4.800845,0.004800845
4800855000,481066,481721,4.800855,0.004800855
4800865000,481067,481722,4.800865,0.004800865
4800875000,481068,481723,4.800875,0.004800875
4800885000,481069,481724,4.800885,0.004800885
4800895000,481070,481725,4.800895,0.004800895
4800905000,481071,481726,4.800905,0.004800905
4800915000,481072,481727,4.800915,0.004800915
4800925000,481073,481728,4.800925,0.004800925
4800935000,481074,481729,4.800935,0.004800935
4800945000,481075,481730,4.800945,0.004800945
4800955000,481076,481731,4.800955,0.004800955
4800965000,481077,481731,4.800965,0.004800965
4800975000,481078,481732,4.800975,0.004800975
4800985000,481079,481733,4.800985,0.004800985
4800995000,481080,481734,4.800995,0.004800995
